date,temperature,humidity,wind_speed,wind_direction,cloud_cover,pressure,visibility,solar_noon_distance,power_generated
2023-08-01 11:00:00,30.49,58.31,2.23,108.73,21.19,970.92,14.51,1,56.12
2023-12-18 00:00:00,33.45,58.73,0.81,196.48,44.99,1033.99,7.16,12,0.0
2022-05-22 09:00:00,38.22,71.6,4.53,25.6,49.31,1016.47,8.79,3,36.32
2022-05-23 06:00:00,39.99,76.6,5.73,283.33,13.92,1002.52,11.68,6,0.0
2022-06-01 18:00:00,26.94,59.33,1.34,344.01,62.44,970.9,9.35,6,0.0
2022-10-30 07:00:00,34.33,50.48,1.4,330.4,76.18,1035.63,11.21,5,10.05
2023-12-22 13:00:00,19.31,66.28,0.94,8.49,52.92,1016.23,12.64,1,48.95
2022-01-03 09:00:00,34.24,78.83,1.24,318.47,72.46,967.66,16.53,3,28.41
2022-01-16 16:00:00,25.96,61.76,1.57,351.77,12.16,1023.18,12.46,4,44.49
2022-06-26 10:00:00,35.36,76.37,4.69,202.5,11.14,1002.21,14.54,2,66.28
2023-07-15 06:00:00,29.33,83.11,5.92,132.76,49.05,1011.19,7.51,6,0.0
2022-11-28 17:00:00,21.02,75.74,0.0,142.75,55.23,1058.18,13.73,5,15.79
2023-05-25 06:00:00,35.77,70.0,5.18,329.82,38.94,1030.37,11.07,6,0.0
2023-04-08 09:00:00,35.08,61.25,1.43,290.43,30.96,984.95,10.35,3,61.15
2023-07-12 13:00:00,32.04,67.6,0.0,308.67,88.29,1029.25,6.6,1,22.14
2022-09-06 16:00:00,27.01,66.45,0.32,294.33,14.28,972.18,10.29,4,40.93
2022-06-06 19:00:00,24.54,79.2,0.0,243.88,18.34,1013.46,7.72,7,0.0
2022-03-29 07:00:00,38.61,68.84,6.74,1.66,79.21,1065.36,10.02,5,10.14
2023-10-24 13:00:00,24.06,74.12,0.97,90.48,26.05,1038.12,12.64,1,71.9
2023-07-12 14:00:00,22.68,65.08,0.0,28.87,57.11,1040.94,8.93,2,56.42
2022-12-09 07:00:00,36.31,70.89,8.35,5.79,83.21,1014.39,12.53,5,8.58
2022-09-29 18:00:00,19.64,63.87,0.0,307.51,71.17,1024.24,11.74,6,0.0
2023-09-20 00:00:00,26.22,44.71,3.53,188.63,65.0,997.05,14.13,12,0.0
2023-10-24 11:00:00,25.22,78.68,4.21,55.96,62.37,998.91,11.96,1,36.27
2022-10-19 14:00:00,22.16,63.87,1.5,209.1,77.75,1037.39,9.58,2,36.24
2022-12-04 16:00:00,28.32,74.79,0.32,1.67,39.26,1020.93,5.53,4,24.77
2023-05-02 16:00:00,30.22,65.62,0.53,238.83,37.88,1008.96,11.14,4,34.73
2023-07-23 06:00:00,34.89,86.38,7.32,67.81,32.38,1020.1,9.01,6,0.0
2022-05-13 23:00:00,28.93,85.41,0.0,154.35,61.94,1027.2,8.75,11,0.0
2022-12-15 10:00:00,30.7,80.75,3.44,200.19,63.49,1005.95,6.61,2,32.65
2022-03-17 10:00:00,37.39,87.0,2.55,284.16,21.63,1009.07,8.61,2,81.25
2023-10-05 14:00:00,29.09,68.32,0.0,304.68,63.12,1039.94,13.37,2,21.97
2022-06-16 12:00:00,32.27,71.57,3.85,342.24,89.75,1020.17,10.13,0,23.58
2022-10-06 14:00:00,22.13,62.61,3.26,281.02,74.28,1001.64,11.6,2,38.08
2022-01-13 08:00:00,35.41,70.21,3.59,280.55,11.99,999.1,7.76,4,39.69
2022-02-21 09:00:00,36.49,55.63,4.47,198.9,14.13,975.12,13.24,3,44.46
2023-12-06 08:00:00,37.74,65.41,5.78,304.09,22.21,1016.76,6.55,4,39.44
2023-01-28 22:00:00,26.39,90.2,0.0,213.03,41.24,1028.58,11.36,10,0.0
2023-09-13 17:00:00,20.65,70.32,0.0,324.19,18.77,1030.86,8.22,5,18.2
2023-09-14 13:00:00,28.0,79.29,0.45,106.33,73.16,1025.92,9.17,1,24.42
2023-02-24 14:00:00,36.12,64.4,2.32,144.84,4.14,1005.09,9.47,2,96.58
2023-06-06 14:00:00,29.97,71.79,0.54,171.75,94.47,1014.6,14.21,2,16.38
2022-12-31 17:00:00,28.82,77.28,3.27,116.9,78.51,978.1,12.69,5,11.63
2023-12-03 17:00:00,21.21,76.53,0.0,207.14,39.95,999.17,9.73,5,14.98
2022-08-17 11:00:00,30.09,66.02,0.94,204.57,85.74,994.98,8.06,1,23.3
2023-02-09 14:00:00,28.31,49.07,2.38,339.46,37.84,1005.7,13.73,2,61.48
2022-05-06 02:00:00,31.71,61.66,3.36,303.66,74.86,976.39,10.28,10,0.0
2023-09-20 13:00:00,23.25,70.5,3.27,23.38,82.31,1008.66,12.39,1,28.61
2022-09-14 16:00:00,17.11,66.29,0.45,322.26,55.59,1017.73,11.95,4,24.34
2023-01-24 08:00:00,36.54,51.51,6.34,60.8,57.4,1008.43,17.51,4,26.97
2022-10-06 07:00:00,30.92,56.95,2.74,226.1,43.8,1020.31,5.76,5,15.86
2022-05-24 13:00:00,33.64,67.43,0.0,318.12,84.44,1025.97,10.09,1,30.37
2022-09-14 14:00:00,30.18,64.71,0.0,151.88,30.53,997.95,4.28,2,57.24
2023-02-04 17:00:00,28.38,65.57,0.0,329.22,66.46,1048.34,11.04,5,15.03
2023-04-09 23:00:00,32.18,61.97,2.79,11.53,33.27,1005.71,9.12,11,0.0
2023-09-15 08:00:00,32.45,70.0,3.16,256.82,19.7,1017.23,14.41,4,37.36
2022-03-13 16:00:00,27.55,76.47,0.0,354.78,92.94,1019.04,18.48,4,11.51
2022-03-15 06:00:00,36.9,59.36,2.76,274.19,50.48,997.98,11.44,6,0.0
2022-11-24 09:00:00,35.11,70.8,4.82,304.99,6.33,977.2,14.84,3,59.06
2023-03-23 18:00:00,28.81,52.79,0.0,124.35,23.1,1020.35,9.25,6,0.0
2022-11-17 06:00:00,33.22,68.93,7.62,9.14,92.89,1000.41,5.0,6,0.0
2022-12-12 22:00:00,24.13,73.96,2.17,335.15,95.98,1030.19,7.92,10,0.0
2022-07-11 14:00:00,27.99,81.21,2.0,6.98,42.91,977.86,5.51,2,62.58
2022-07-13 13:00:00,23.96,66.99,3.84,349.1,46.88,995.46,7.6,1,49.92
2023-08-23 11:00:00,29.84,71.45,4.35,216.08,30.92,993.65,13.74,1,80.33
2022-01-15 16:00:00,35.82,79.7,0.0,269.7,84.69,1009.16,9.5,4,18.95
2023-08-08 00:00:00,26.7,68.89,2.15,63.09,70.75,1022.6,1.6,12,0.0
2022-01-17 15:00:00,25.94,69.53,0.87,248.64,9.73,1018.35,8.01,3,56.7
2022-08-17 17:00:00,19.42,50.7,1.55,30.66,74.34,1020.59,11.4,5,13.9
2023-03-07 06:00:00,41.74,62.63,9.29,303.96,47.41,1002.38,10.16,6,0.0
2023-08-05 10:00:00,32.83,65.75,4.08,188.78,82.53,1018.01,8.22,2,24.79
2023-01-10 09:00:00,37.93,69.6,3.91,175.65,3.68,997.47,9.75,3,49.57
2022-12-01 15:00:00,27.83,60.4,0.0,56.84,67.35,1009.05,10.15,3,28.34
2022-04-15 18:00:00,26.94,66.44,0.18,187.32,57.72,1013.19,11.22,6,0.0
2022-10-22 04:00:00,30.62,59.64,6.62,220.45,34.14,1036.25,9.64,8,0.0
2023-09-23 16:00:00,26.16,64.05,0.0,315.91,30.4,1023.18,8.61,4,34.31
2023-04-08 10:00:00,43.39,63.11,5.67,176.83,31.34,1031.25,14.11,2,49.8
2022-02-25 14:00:00,29.44,86.59,0.0,255.85,18.03,1036.02,12.19,2,76.83
2023-01-16 18:00:00,23.0,80.25,0.0,102.67,24.82,981.7,12.27,6,0.0
2022-11-13 11:00:00,32.14,65.41,0.86,119.16,97.1,1002.44,9.74,1,12.82
2023-03-11 06:00:00,34.48,62.71,4.58,326.09,80.23,990.97,13.9,6,0.0
2023-06-12 14:00:00,26.39,54.91,3.08,35.78,33.52,1019.11,8.89,2,53.61
2023-07-28 07:00:00,31.96,65.75,3.08,144.54,63.74,961.57,5.19,5,15.31
2023-08-25 12:00:00,26.17,70.34,3.68,60.02,75.32,1031.58,6.12,0,42.33
2022-10-15 16:00:00,23.15,73.08,0.0,332.52,96.14,1019.55,8.73,4,8.98
2022-11-09 12:00:00,23.61,72.68,0.0,285.13,99.99,1035.56,15.75,0,13.13
2022-09-26 02:00:00,32.17,60.04,3.48,63.64,17.68,1001.92,4.26,10,0.0
2022-12-17 14:00:00,27.77,47.31,0.0,163.82,28.59,1018.19,14.09,2,58.22
2022-06-12 11:00:00,31.39,53.11,1.03,224.25,81.32,994.81,3.88,1,39.41
2023-05-25 06:00:00,33.09,63.35,3.25,292.23,92.85,991.02,10.55,6,0.0
2023-03-12 17:00:00,30.56,71.3,0.3,334.99,71.88,992.52,5.76,5,8.97
2022-04-28 14:00:00,30.34,56.57,0.0,19.72,77.51,972.75,7.88,2,41.79
2023-08-13 11:00:00,31.87,78.72,1.29,234.29,62.56,1034.45,9.23,1,37.68
2022-09-01 09:00:00,30.66,65.59,1.5,50.47,13.64,1001.52,13.34,3,44.99
2023-06-22 22:00:00,28.21,70.66,2.99,238.25,84.83,1025.08,10.87,10,0.0
2022-03-14 10:00:00,37.97,37.73,4.91,166.17,34.55,1030.92,9.51,2,60.69
2023-11-27 17:00:00,24.23,86.45,0.0,266.34,37.59,1007.95,9.41,5,19.72
2022-07-05 18:00:00,21.09,78.28,0.0,31.52,41.64,1023.09,9.05,6,0.0
2022-10-26 18:00:00,23.11,64.73,0.0,45.32,34.84,1001.81,7.03,6,0.0
2022-05-29 18:00:00,31.89,65.9,0.0,19.4,14.59,1010.65,12.95,6,0.0
2022-10-07 17:00:00,17.18,77.01,0.0,128.09,7.77,977.46,6.14,5,18.15
2022-08-26 11:00:00,29.53,67.6,3.64,162.3,86.85,999.53,8.69,1,22.77
2022-12-22 06:00:00,35.58,65.05,4.06,11.11,13.96,1031.65,9.34,6,0.0
2023-08-03 18:00:00,25.43,80.86,0.0,60.88,38.37,994.03,11.99,6,0.0
2022-05-03 09:00:00,38.06,42.48,2.06,135.65,10.99,1040.53,10.11,3,60.59
2023-02-13 14:00:00,25.16,68.96,0.0,93.08,44.63,999.78,11.96,2,48.51
2022-03-30 15:00:00,34.47,66.81,0.0,326.57,82.56,1027.55,4.95,3,25.47
2023-12-13 14:00:00,22.78,76.7,0.0,179.27,18.91,970.68,11.0,2,47.13
2022-05-26 18:00:00,21.13,65.01,2.18,149.31,50.68,1002.03,18.09,6,0.0
2022-08-28 22:00:00,21.66,70.04,0.0,48.54,74.14,1017.49,9.08,10,0.0
2023-12-09 08:00:00,34.61,73.05,1.76,318.68,4.16,1046.1,7.82,4,41.8
2022-09-28 17:00:00,19.48,71.42,0.0,2.41,7.14,1052.4,7.63,5,25.53
2022-12-05 15:00:00,22.11,84.88,1.82,307.73,91.98,1005.42,9.47,3,16.46
2022-12-25 06:00:00,34.69,66.67,5.23,255.71,9.45,992.92,6.76,6,0.0
2022-06-18 10:00:00,31.6,69.47,3.98,310.75,39.4,1032.35,8.22,2,60.46
2022-07-18 19:00:00,21.64,71.77,0.0,3.21,49.99,1014.1,9.95,7,0.0
2023-04-17 22:00:00,23.56,82.05,1.75,114.97,82.68,1003.76,1.95,10,0.0
2023-07-14 11:00:00,31.66,48.07,0.1,191.52,13.02,1016.3,13.17,1,56.57
2023-07-04 10:00:00,30.17,77.75,4.54,158.71,98.45,1021.01,10.09,2,14.77
2022-11-21 19:00:00,24.64,58.56,0.0,334.54,80.32,974.04,10.01,7,0.0
2022-11-23 14:00:00,24.17,76.07,0.0,289.62,75.28,1016.88,8.04,2,28.81
2023-09-14 17:00:00,23.54,56.69,0.0,302.11,8.18,995.59,4.57,5,25.37
2022-12-31 23:00:00,28.78,55.12,0.0,19.92,20.69,1019.41,5.3,11,0.0
2022-08-09 03:00:00,29.68,64.68,1.64,143.14,66.49,988.17,10.68,9,0.0
2023-09-17 17:00:00,21.19,88.71,1.92,295.37,76.24,1043.02,8.88,5,10.71
2023-07-09 18:00:00,22.64,67.38,0.0,289.91,65.63,1004.21,11.35,6,0.0
2023-09-07 14:00:00,28.87,51.38,1.55,241.14,14.4,996.73,8.29,2,65.99
2022-07-06 17:00:00,25.67,58.82,0.0,168.11,8.94,988.74,10.74,5,19.18
2023-03-18 01:00:00,33.63,66.45,1.81,141.49,0.01,1034.22,11.11,11,0.0
2023-06-20 15:00:00,24.27,56.55,2.98,9.55,90.72,1034.98,8.93,3,19.2
2023-12-12 13:00:00,26.88,73.08,1.55,242.84,64.77,972.68,8.58,1,43.74
2023-10-29 06:00:00,35.6,95.0,6.05,268.42,72.05,1019.99,11.59,6,0.0
2022-07-26 13:00:00,23.61,69.96,1.81,217.7,25.82,990.41,13.96,1,56.4
2023-05-31 00:00:00,34.38,55.96,4.52,218.85,76.47,1000.4,11.26,12,0.0
2022-11-02 10:00:00,27.76,54.73,2.47,335.84,2.54,1011.97,8.09,2,59.22
2022-03-15 06:00:00,36.2,62.04,4.55,26.7,48.04,982.66,7.28,6,0.0
2023-11-07 15:00:00,21.32,71.08,0.68,334.61,57.57,1013.02,10.39,3,29.86
2023-06-17 16:00:00,27.89,64.61,0.65,329.99,10.07,1011.07,10.01,4,37.53
2023-04-04 11:00:00,33.81,83.43,0.0,306.82,29.54,998.7,10.33,1,68.67
2022-07-17 13:00:00,30.47,62.32,0.0,173.34,74.33,1016.17,8.64,1,35.72
2023-11-18 09:00:00,34.46,61.32,2.56,235.7,32.8,1004.18,11.66,3,48.5
2023-10-02 10:00:00,28.82,64.8,3.52,87.85,75.33,1008.93,10.88,2,30.03
2023-03-18 01:00:00,36.07,48.67,2.12,72.08,59.41,1048.13,5.35,11,0.0
2022-03-05 15:00:00,25.73,59.99,0.0,33.23,53.91,1023.03,16.22,3,48.54
2023-05-13 10:00:00,35.54,69.43,4.3,166.61,96.75,1016.91,12.01,2,17.22
2022-03-01 00:00:00,31.74,80.45,2.17,91.54,28.87,1008.06,10.13,12,0.0
2022-08-27 14:00:00,23.94,60.63,3.09,106.0,71.5,1006.13,5.13,2,29.91
2023-02-14 17:00:00,25.23,65.78,0.0,333.64,10.09,977.54,8.35,5,29.51
2023-02-21 14:00:00,27.93,85.43,0.0,349.99,61.65,992.16,5.03,2,52.15
2022-06-07 15:00:00,30.98,78.44,0.0,198.21,98.04,1011.03,8.85,3,14.68
2022-11-24 23:00:00,34.81,65.36,1.58,283.37,22.02,963.83,9.0,11,0.0
2023-07-31 13:00:00,28.34,68.29,1.03,263.49,5.0,976.15,14.49,1,71.83
2023-08-24 06:00:00,32.54,76.32,7.42,309.48,12.36,1008.71,9.22,6,0.0
2023-11-03 08:00:00,33.23,75.73,6.57,100.7,30.42,995.73,11.65,4,30.07
2022-02-18 16:00:00,29.4,52.33,0.0,88.31,97.89,1022.82,5.36,4,13.15
2023-02-17 08:00:00,39.87,73.92,6.14,335.25,92.69,975.55,13.37,4,13.67
2022-05-25 09:00:00,34.33,58.32,5.68,54.85,86.11,981.3,12.76,3,19.38
2023-07-27 11:00:00,30.51,66.74,0.07,194.1,24.67,1011.98,10.84,1,53.54
2023-03-20 02:00:00,38.06,73.09,2.95,305.5,13.53,989.89,8.3,10,0.0
2023-07-09 09:00:00,34.02,67.47,8.02,329.1,30.33,1029.46,10.99,3,46.61
2022-06-27 15:00:00,31.69,57.89,1.08,159.59,54.99,1024.64,13.65,3,32.13
2022-09-28 10:00:00,24.91,58.06,0.54,146.88,71.09,1036.73,9.37,2,37.31
2022-09-04 13:00:00,31.03,65.99,0.35,292.12,89.45,984.6,6.41,1,26.54
2023-09-29 15:00:00,19.9,73.97,0.0,166.22,23.23,1006.1,14.9,3,46.61
2023-08-29 13:00:00,27.87,51.36,1.0,344.74,37.06,1009.29,10.73,1,47.35
2022-03-29 11:00:00,32.1,63.96,7.02,83.77,12.44,997.97,10.99,1,88.04
2023-01-17 18:00:00,27.03,56.12,0.26,41.82,12.47,1043.35,10.13,6,0.0
2023-08-29 21:00:00,23.15,85.94,0.0,342.42,67.16,1018.9,11.92,9,0.0
2022-03-15 16:00:00,25.01,64.81,0.0,324.29,3.34,990.63,5.66,4,56.39
2022-01-12 14:00:00,28.6,56.28,0.0,96.2,74.04,1012.29,11.67,2,41.59
2022-08-25 18:00:00,24.21,59.84,0.0,172.21,2.8,1006.99,8.45,6,0.0
2023-07-12 15:00:00,23.11,73.08,1.76,105.26,70.94,1033.16,14.78,3,24.91
2023-10-09 19:00:00,19.52,57.66,0.0,28.02,80.23,1041.59,7.29,7,0.0
2023-04-18 09:00:00,38.56,45.29,1.4,127.23,93.07,997.03,9.79,3,15.27
2022-10-19 22:00:00,23.01,57.05,1.87,53.01,18.14,1019.94,10.81,10,0.0
2023-01-18 16:00:00,29.43,58.88,0.75,125.49,8.1,1009.08,13.34,4,39.89
2023-05-01 16:00:00,22.11,59.27,3.29,151.78,43.1,1029.18,12.07,4,34.62
2022-04-25 06:00:00,39.34,55.93,3.05,151.36,70.19,986.02,4.94,6,0.0
2023-07-01 10:00:00,36.46,63.49,5.18,233.32,46.45,1050.19,9.64,2,49.57
2022-05-27 12:00:00,35.91,62.45,3.67,281.82,58.07,1003.38,11.8,0,47.82
2023-10-28 15:00:00,24.03,63.93,0.0,37.03,83.4,1043.14,10.4,3,23.05
2022-03-04 00:00:00,34.16,75.92,0.0,157.25,67.88,1017.15,16.57,12,0.0
2023-03-04 10:00:00,32.61,60.96,5.12,298.26,2.9,1016.04,3.94,2,77.6
2022-11-18 11:00:00,29.68,59.75,2.27,165.18,34.53,1027.59,10.52,1,66.02
2023-08-20 18:00:00,28.32,57.6,0.0,156.99,89.13,1009.36,18.11,6,0.0
2023-04-04 16:00:00,32.41,65.39,0.43,209.43,19.6,1017.26,9.58,4,38.94
2022-01-02 13:00:00,27.67,53.67,0.0,235.01,43.34,999.14,14.21,1,54.06
2023-03-03 18:00:00,29.22,65.33,0.0,41.82,24.67,994.21,9.53,6,0.0
2022-12-03 08:00:00,39.1,59.52,2.11,305.06,43.98,1053.78,5.94,4,29.76
2023-11-01 08:00:00,32.83,73.64,4.25,7.76,50.93,986.93,12.83,4,22.78
2022-01-07 18:00:00,20.65,65.0,0.0,56.91,19.93,1011.17,8.57,6,0.0
2023-07-20 07:00:00,34.06,81.72,0.0,210.54,22.97,1043.58,13.81,5,19.31
2023-07-27 07:00:00,34.16,70.27,6.99,155.13,97.31,989.58,11.49,5,5.28
2022-08-30 06:00:00,32.25,63.98,6.08,85.09,77.07,1004.07,15.95,6,0.0
2023-04-07 00:00:00,34.45,65.31,0.86,345.14,37.38,1037.82,6.56,12,0.0
2023-01-19 15:00:00,23.4,63.69,0.0,253.55,91.87,1004.15,9.31,3,21.42
2022-05-06 17:00:00,34.55,68.2,0.0,319.21,4.35,1014.52,6.65,5,28.3
2023-09-11 16:00:00,22.14,68.35,0.0,232.61,72.9,988.97,7.54,4,16.25
2022-05-03 16:00:00,25.87,59.06,0.0,23.56,23.92,1019.29,10.91,4,34.73
2023-07-16 17:00:00,30.56,54.69,0.0,6.72,48.43,1025.83,10.41,5,16.39
2022-01-23 10:00:00,35.75,60.11,2.51,335.78,16.84,1017.32,12.38,2,64.11
2022-08-23 09:00:00,31.03,77.43,4.21,197.15,99.69,983.79,10.77,3,10.81
2022-08-04 06:00:00,33.41,66.57,2.58,45.16,52.53,1058.23,5.58,6,0.0
2022-03-31 18:00:00,29.39,61.34,0.0,180.72,66.27,1034.75,7.07,6,0.0
2022-09-14 20:00:00,23.58,59.69,0.0,224.91,69.13,1016.78,18.16,8,0.0
2022-02-21 09:00:00,35.72,65.53,5.45,326.14,55.23,1002.2,7.92,3,37.29
2022-03-08 17:00:00,24.89,50.74,0.0,171.23,36.44,971.64,14.8,5,20.35
2023-11-03 07:00:00,23.87,68.37,5.43,260.4,41.67,1024.79,9.26,5,18.02
2022-03-09 10:00:00,39.91,47.9,1.86,90.75,50.37,1018.71,14.94,2,50.45
2023-09-20 09:00:00,25.83,75.1,7.41,185.05,42.82,1025.95,11.43,3,40.12
2023-08-14 08:00:00,32.65,61.06,7.56,222.03,50.44,1031.93,10.33,4,23.12
2023-08-09 13:00:00,28.55,57.38,0.0,68.75,41.24,1048.2,6.39,1,56.87
2022-01-23 08:00:00,33.1,49.15,4.14,280.16,47.41,1021.33,10.64,4,36.03
2023-05-16 16:00:00,26.98,60.4,0.0,238.93,10.26,983.81,9.31,4,53.94
2023-05-07 02:00:00,35.87,61.07,2.45,263.04,34.23,1015.03,8.47,10,0.0
2023-04-12 06:00:00,37.04,52.62,5.22,94.62,59.55,1015.14,10.4,6,0.0
2022-04-10 15:00:00,31.12,62.83,2.57,258.96,2.19,1025.99,13.26,3,52.74
2023-01-23 07:00:00,30.52,67.58,0.84,39.12,84.49,1001.08,9.91,5,10.15
2023-02-21 08:00:00,36.95,76.06,3.21,217.66,45.8,1009.95,10.39,4,30.49
2023-04-16 12:00:00,30.26,63.3,4.1,142.48,49.07,990.95,15.66,0,37.8
2023-03-28 16:00:00,26.47,71.16,0.33,26.31,94.06,1022.74,12.68,4,12.38
2022-08-01 02:00:00,27.93,63.84,5.89,157.12,27.01,1013.38,8.03,10,0.0
2022-10-21 14:00:00,23.11,72.51,0.77,292.43,66.7,1031.96,8.06,2,48.09
2023-06-25 02:00:00,27.8,74.14,1.47,161.2,73.47,980.21,6.17,10,0.0
2023-03-25 21:00:00,28.23,59.07,0.0,349.95,6.62,1006.44,5.92,9,0.0
2022-05-27 21:00:00,28.38,65.68,3.13,350.69,50.61,1041.91,6.86,9,0.0
2022-11-30 16:00:00,26.12,94.27,0.0,240.25,8.37,1016.7,10.34,4,34.96
2022-05-22 00:00:00,27.72,57.57,3.66,195.21,65.99,1006.26,12.48,12,0.0
2022-11-29 11:00:00,25.65,66.86,1.58,71.15,34.62,1007.34,15.1,1,53.55
2022-02-24 06:00:00,35.55,61.65,5.41,338.19,63.52,1045.29,4.46,6,0.0
2023-02-21 10:00:00,35.76,54.53,2.02,146.56,17.14,1020.66,11.3,2,69.94
2023-12-11 14:00:00,24.62,60.44,0.0,83.26,51.84,1007.85,8.88,2,49.0
2022-04-22 18:00:00,36.3,61.73,0.0,133.16,92.44,1021.61,13.92,6,0.0
2023-07-18 15:00:00,24.75,82.86,0.27,250.43,65.2,1028.94,13.41,3,38.97
2023-07-07 02:00:00,32.73,56.61,3.7,39.81,28.3,991.49,5.52,10,0.0
2023-11-30 07:00:00,36.07,75.31,3.44,206.99,51.8,1036.83,6.92,5,16.87
2023-03-09 12:00:00,32.25,72.6,6.63,289.13,48.54,997.94,8.55,0,41.71
2023-09-13 06:00:00,37.02,44.89,2.74,241.78,51.9,974.94,11.11,6,0.0
2022-09-05 02:00:00,25.52,84.01,3.84,104.2,14.77,1044.11,7.2,10,0.0
2023-07-27 23:00:00,31.78,78.33,0.0,165.21,89.09,974.14,11.51,11,0.0
2023-12-04 18:00:00,26.22,77.91,0.0,300.92,31.56,1006.17,11.26,6,0.0
2023-10-25 07:00:00,30.18,67.74,6.34,304.58,99.87,1027.89,10.0,5,4.9
2023-08-31 12:00:00,25.05,67.96,3.87,225.53,97.05,998.09,6.14,0,14.72
2022-04-07 07:00:00,41.33,52.81,4.9,203.57,62.68,1009.98,9.26,5,18.14
2023-04-08 07:00:00,36.78,61.69,4.52,179.56,75.54,1006.52,12.08,5,15.4
2022-05-01 07:00:00,33.78,66.56,3.24,131.67,67.3,1029.22,7.8,5,17.42
2023-09-26 03:00:00,37.8,73.41,4.04,199.53,15.96,1018.22,16.99,9,0.0
2022-02-08 15:00:00,28.73,58.52,0.29,235.72,49.33,1005.33,7.46,3,50.78
2022-06-10 19:00:00,25.31,67.0,0.0,135.33,53.23,993.64,9.1,7,0.0
2023-06-12 22:00:00,29.37,71.09,1.56,136.58,17.33,1015.82,7.75,10,0.0
2022-09-05 12:00:00,27.82,71.5,0.92,36.84,37.62,1025.85,13.96,0,51.81
2022-03-23 19:00:00,23.82,62.98,0.0,240.23,20.71,1019.74,9.87,7,0.0
2022-02-11 15:00:00,24.1,51.23,0.3,44.41,36.32,1000.59,9.71,3,50.86
2023-10-05 15:00:00,23.11,66.96,3.82,300.97,26.48,1025.16,8.26,3,34.18
2023-10-11 13:00:00,24.49,51.19,0.0,205.96,3.77,1008.72,5.11,1,54.79
2023-01-22 17:00:00,26.73,72.83,0.0,282.8,7.51,1012.44,10.62,5,30.17
2023-02-12 01:00:00,38.06,66.93,0.0,210.02,76.08,1000.01,15.91,11,0.0
2023-12-12 10:00:00,30.59,86.21,1.24,166.98,33.97,1004.44,13.61,2,49.45
2023-10-21 21:00:00,21.14,81.94,0.19,109.98,28.91,1015.73,9.26,9,0.0
2022-07-22 10:00:00,25.67,75.18,4.72,73.49,59.39,1027.08,7.44,2,49.32
2022-06-16 13:00:00,28.58,66.49,2.49,324.24,3.38,1019.01,0.38,1,56.27
2023-06-05 06:00:00,33.97,67.08,8.44,29.67,95.07,1006.87,12.43,6,0.0
2022-09-15 19:00:00,24.31,54.44,0.0,242.15,40.67,1000.96,11.15,7,0.0
2023-05-05 05:00:00,34.83,56.62,5.16,114.44,53.46,1039.62,10.61,7,0.0
2023-06-13 05:00:00,33.0,87.67,5.77,318.15,90.55,1043.98,13.73,7,0.0
2023-12-09 02:00:00,37.45,71.86,5.39,261.78,62.07,1001.74,11.25,10,0.0
2022-03-28 23:00:00,30.05,74.29,0.63,199.41,44.84,1008.52,6.28,11,0.0
2022-09-21 10:00:00,30.83,70.72,6.32,79.63,39.89,1032.22,13.49,2,49.52
2023-05-08 16:00:00,28.23,65.53,0.0,224.65,99.4,968.16,14.97,4,9.61
2022-06-22 15:00:00,29.42,61.77,0.0,114.47,6.77,1035.55,10.4,3,71.81
2023-04-17 10:00:00,31.99,62.24,3.39,83.48,77.94,1036.06,11.91,2,41.38
2023-08-06 22:00:00,24.26,51.24,2.43,148.47,54.13,1024.32,10.93,10,0.0
2023-01-16 23:00:00,27.89,81.62,0.38,257.11,78.04,1047.05,11.46,11,0.0
2023-06-28 17:00:00,27.55,60.28,0.0,154.48,71.24,1008.76,5.98,5,13.4
2022-12-08 09:00:00,29.19,69.55,3.47,353.79,31.68,1017.63,15.07,3,38.76
2022-07-03 15:00:00,24.84,59.88,0.87,101.03,91.96,1036.48,10.08,3,15.53
2023-08-15 09:00:00,35.41,59.91,3.79,345.83,32.47,1036.74,12.68,3,47.9
2023-04-20 10:00:00,32.44,63.55,3.22,126.15,93.28,1041.76,11.93,2,22.47
2022-02-28 15:00:00,26.08,59.78,0.0,306.24,50.25,997.78,5.14,3,55.17
2023-10-23 08:00:00,30.16,64.28,6.61,116.24,72.73,1018.37,14.18,4,18.82
2023-04-02 11:00:00,37.62,62.85,4.98,52.16,0.49,1039.63,15.2,1,85.21
2022-01-08 18:00:00,24.24,70.63,0.0,337.17,50.67,1024.34,10.85,6,0.0
2022-05-03 17:00:00,34.34,54.7,0.0,157.55,31.7,1013.19,5.76,5,24.2
2023-06-02 04:00:00,32.02,50.24,4.19,24.44,75.72,1006.05,8.81,8,0.0
2023-03-19 16:00:00,25.33,76.29,0.0,100.66,71.77,1000.21,7.38,4,24.24
2022-12-05 07:00:00,31.5,75.03,0.39,164.84,73.58,997.51,15.53,5,10.63
2023-01-22 15:00:00,26.68,60.49,0.0,109.52,98.74,1022.73,11.55,3,10.64
2022-11-21 08:00:00,28.91,75.82,3.54,287.03,1.69,1011.84,10.36,4,47.6
2022-12-04 00:00:00,32.62,67.1,0.65,192.09,61.09,1040.34,9.28,12,0.0
2023-09-15 14:00:00,21.14,74.52,0.53,13.42,39.48,1046.04,13.85,2,45.85
2022-08-19 11:00:00,28.24,50.43,5.03,243.81,31.99,1009.45,9.2,1,74.64
2023-03-01 16:00:00,32.08,51.89,0.85,166.63,25.93,1034.02,8.39,4,47.98
